number,value,datetime_start,datetime_complete,duration,params_adaptive_alpha_pos,params_adaptive_lambda,params_k_pos_max,params_k_pos_min,params_m_pos_max,params_m_pos_min,params_zeta_pos,state
94,387.37353679706496,2026-05-04 20:00:47.641108,2026-05-04 20:01:18.974414,0 days 00:00:31.333306,7.715656476927272,93.37996679919365,1019.9691311754248,326.64554013929023,0.2367829900355238,0.07192643486470261,0.6953412439987479,COMPLETE
95,352.6657740257145,2026-05-04 20:01:18.975605,2026-05-04 20:01:48.944149,0 days 00:00:29.968544,5.384224078348563,14.792203652794683,1417.7471205296906,399.31058507246865,0.36825175227500084,0.010823686518054786,0.6516960602371773,COMPLETE
96,399.8232503972831,2026-05-04 20:01:48.944863,2026-05-04 20:02:18.539058,0 days 00:00:29.594195,24.616248040601015,10.187851236828443,1011.1151461674283,447.8863005173682,0.33803621733379985,0.058956995854705485,0.9215023608941727,COMPLETE
97,323.15146165748763,2026-05-04 20:02:18.540131,2026-05-04 20:02:49.898139,0 days 00:00:31.358008,5.611585904587645,96.67827361656511,2416.8095121102906,151.74206242335242,0.34910297733024737,0.09743535491780796,1.1216942329943362,COMPLETE
98,370.70191759775656,2026-05-04 20:02:49.899131,2026-05-04 20:03:18.991139,0 days 00:00:29.092008,10.635191868510018,97.87684841164003,1910.946817322174,136.1029904111773,0.3622959952944407,0.09650970471231528,1.1739552956750188,COMPLETE
99,1000000000.0,2026-05-04 20:03:18.992325,2026-05-04 20:04:04.791065,0 days 00:00:45.798740,5.143037023107384,96.36054260360287,2324.0796744508266,121.01505575821017,0.24814681155902382,0.08525912584198231,1.1192202848976283,COMPLETE
100,365.9672067345601,2026-05-04 20:04:04.792393,2026-05-04 20:04:32.433902,0 days 00:00:27.641509,6.70670856935822,75.00166145166743,2601.485776900948,180.48906783489716,0.378600691940871,0.08972630224086998,1.1680261684040485,COMPLETE
101,291.56308236191813,2026-05-04 20:04:32.434927,2026-05-04 20:05:03.557910,0 days 00:00:31.122983,9.126383532372284,95.162166557135,2718.945279249831,112.48238253571037,0.39319546093104507,0.09180650788704305,1.0444247484018652,COMPLETE
102,368.2077417945141,2026-05-04 20:05:03.558933,2026-05-04 20:05:31.580110,0 days 00:00:28.021177,8.243328204462843,92.75283279334023,2914.6416430037993,105.06974740189452,0.38600098295098295,0.07758691821775757,0.9994039493677461,COMPLETE
103,386.0256909050041,2026-05-04 20:05:31.581134,2026-05-04 20:05:59.885122,0 days 00:00:28.303988,9.346389833528622,98.20549750311181,2483.0730424354933,122.35622060301382,0.37711899970200596,0.07487129900739477,1.1273885768205785,COMPLETE
104,1000000000.0,2026-05-04 20:05:59.886484,2026-05-04 20:06:30.830159,0 days 00:00:30.943675,13.01740748477007,98.0891558915809,2801.3812872098665,213.92231930462196,0.33853489275947735,0.09761174261446717,1.088619648823219,COMPLETE
105,1000000000.0,2026-05-04 20:06:30.831367,2026-05-04 20:07:18.138910,0 days 00:00:47.307543,10.121443093964018,99.31370544813174,2744.24970600318,138.8150913004034,0.46707697014451455,0.09455715217089086,1.094362785072865,COMPLETE
