trial,cost,best_cost_so_far,improvement,relative_improvement,is_best,safety_fail,fail_reason,fail_rate_so_far,J_approach,J_near,J_tracking,rmse,ramp_lag,overshoot,arrival_jitter,rise_time,settling_time,final_error,max_feedback_vel,max_joint_vel_ratio,vel_violation,exploration_distance,trial_duration_sec
53,31.20501505857875,23.72510097273384,0.0,0.0,False,False,,0.14814814814814814,4.675171610715865,0.10985040664672976,0.3202472258945298,0.006953520851006943,0.00687607030169128,1.3877787807814457e-17,7.726825239126631e-18,2.3272716999053955,0.05492520332336426,1.1224083992856766e-16,0.3602887369599042,0.0,0.0,0.3348280256465118,28.10940647125244
54,69.85487377650342,23.72510097273384,0.0,0.0,False,False,,0.14545454545454545,4.762868380896368,0.1555746956604587,0.44203418043282816,0.00992469683021683,0.009827923891318705,0.000413522433749966,0.00030283815737108984,2.366692304611206,0.06670904159545898,0.00029609815640848844,0.49252096913820176,0.0,0.0,1.28942880140853,27.255556344985962
55,46.55975950298343,23.72510097273384,0.0,0.0,False,False,,0.14285714285714285,4.673004338677263,0.12374748763836262,0.318425090125136,0.0068767294458469625,0.006801667986821909,0.0003131894225670562,1.3738309013483032e-17,2.3262996673583984,0.05404400825500488,7.472654973438553e-18,0.35459304672397596,0.0,0.0,1.4315928869907941,25.73976421356201
56,78.59849941789018,23.72510097273384,0.0,0.0,False,False,,0.14035087719298245,4.651190652427528,0.1426558146597837,0.3231510619190187,0.006622485299714309,0.006480181872001446,0.0008334615496035647,0.00035982929798413274,2.3158750534057617,0.04968905448913574,0.00032092564026679505,0.4239209397186553,0.0,0.0,1.3953001824157023,28.10019850730896
57,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0018, vel_ratio=0.00",0.15517241379310345,,,,,,,,,,,,,,0.8684931229059032,26.40711808204651
58,33.27938468010749,23.72510097273384,0.0,0.0,False,False,,0.15254237288135594,4.635846371066605,0.08135146313882606,0.2976881314424068,0.006285764535130984,0.006232657237859284,9.482749580874694e-05,3.245741332238011e-17,2.3085741996765137,0.038305044174194336,6.97209435320822e-18,0.33092260979740024,0.0,0.0,1.2791756860657555,28.174823760986328
59,46.40100311976779,23.72510097273384,0.0,0.0,False,False,,0.15,4.778355758245329,0.2606682088101028,0.41754638255639465,0.009794160777321896,0.009638044852528182,7.692199175381165e-05,1.9626155733547188e-18,2.374720811843872,0.12841105461120605,2.2136763966611354e-17,0.5011561601031733,0.0,0.0,1.1054632169669243,31.221646070480347
60,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0019, vel_ratio=0.00",0.16393442622950818,,,,,,,,,,,,,,1.403264581927747,28.140268087387085
61,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0012, vel_ratio=0.00",0.1774193548387097,,,,,,,,,,,,,,0.4275132045455877,24.543479681015015
62,54.526250986732094,23.72510097273384,0.0,0.0,False,False,,0.1746031746031746,4.808062093013367,0.49228763580322416,0.5184020327287431,0.012784913277914943,0.012566254057434388,1.3877787807814457e-17,1.6302709355362947e-17,2.3851816654205322,0.24614381790161133,1.682681771697503e-16,0.3378228405979885,0.0,0.0,1.2865944601076822,28.10499358177185
63,38.89338553151694,23.72510097273384,0.0,0.0,False,False,,0.171875,4.62721174345397,0.0688821661519232,0.26688859879962273,0.005385729020205739,0.005351124160763644,0.0002786767245277211,2.950458159105176e-17,2.30557918548584,0.027474164962768555,9.117773632187276e-18,0.35698364093247,0.0,0.0,1.10597783649265,29.1304669380188
64,40.63863072515,23.72510097273384,0.0,0.0,False,False,,0.16923076923076924,4.741501403293582,0.15250825881958205,0.40290052392942494,0.009305734476855926,0.00920774951298105,0.0,1.3877787807814457e-17,2.3569390773773193,0.07625412940979004,3.937229945865799e-16,0.4467813639863364,0.0,0.0,1.2027481130751525,27.1269850730896
65,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0011, vel_ratio=0.00",0.18181818181818182,,,,,,,,,,,,,,0.8694591331615543,26.137459754943848
66,31.70766428666134,23.72510097273384,0.0,0.0,False,False,,0.1791044776119403,4.647232283036787,0.0890937862788182,0.30764896260499164,0.006616694017679292,0.006496664179986727,3.933155138202693e-05,2.387624894196368e-17,2.313871145248413,0.0435636043548584,1.1211611825032369e-17,0.35043543849112835,0.0,0.0,0.5542694991400015,29.241219758987427
