trial,cost,best_cost_so_far,is_best,safety_fail,fail_reason,min_distance,penetration_depth,force_jitter,velocity_spike,max_force,progress_error
0,33.47120364809073,33.47120364809073,True,False,,0.0322004362224405,0.0,0.103266105604199,0.1415394918394039,3.340920482928379,0.0
0,48.483978936756124,48.483978936756124,True,False,,0.0360431603139086,0.0,0.059006708183930646,0.2161556320550383,1.1921918729118364,0.00023025171165519387
1,48.55548343519333,48.483978936756124,False,False,,0.0352998575513722,0.0,0.1425894999935729,0.1953415105686491,1.33626897337602,0.00023577063217848637
2,35.681529783835074,35.681529783835074,True,False,,0.03781767435782146,0.0,0.07309803811472236,0.11983878801744635,0.9007307933581858,0.0008058870274609692
0,106.88223760780525,106.88223760780525,True,False,,0.019463225559420122,0.0,0.61089120997922,0.38168838554422124,9.644103484905514,0.0
1,117.7445775861953,106.88223760780525,False,False,,0.019494199104966255,0.0,0.6379095051789723,0.4292455116362335,10.187346133731747,0.0
0,148.5282268180343,148.5282268180343,True,False,,0.007395015713095247,0.0,0.44063187053109903,0.6324831664573969,24.9999901371306,0.0
1,138.87667708510244,138.87667708510244,True,False,,0.010059403503714407,0.0,0.4687329621779438,0.5772001448810262,24.999997715697074,0.0
2,124.44832037925575,124.44832037925575,True,False,,0.00801748694509136,0.0,0.13090757299618455,0.5895147086472327,9.18662298297238,0.0
3,146.52771915836377,124.44832037925575,False,False,,0.008086495546828384,0.0,0.47762540795346803,0.6132322438034519,24.999985808670026,0.0
4,122.35903041840494,122.35903041840494,True,False,,0.0076277221207743905,0.0,0.5004443176056691,0.4866840726906074,24.99999510030715,0.0
2,149.06104804164517,149.06104804164517,True,False,,0.011603763289991534,0.0,0.44969852437186336,0.63288060911526,24.99999827626904,0.0
3,155.29995787318074,149.06104804164517,False,False,,0.011323055609137,0.0,0.6487099283998408,0.6143223072659435,24.999994873597988,0.0
5,172.67409639572827,149.06104804164517,False,False,,0.00880116616549421,0.0,0.7796050881243971,0.668469209947542,24.99999992312451,0.0
6,140.77192570484976,140.77192570484976,True,False,,0.009378059397595428,0.0,0.6114897773913495,0.5509871841764116,24.999999364234952,0.0
7,158.59626859103392,140.77192570484976,False,False,,0.0087223215339388,0.0,0.44236096949809267,0.6823911005806464,21.277126936784168,0.0
8,155.46802652127582,140.77192570484976,False,False,,0.010027539401829526,0.0,0.612774830055733,0.6241464250924459,24.999999137410867,0.0
