trial,collision_k_rep,collision_normal_damping,collision_tangent_gain,collision_tangent_damping
180,0.00012345000336371422,7.097229544737685,6.863372067959343,3.330742323589089
181,0.00031697619929226814,13.17967369717379,2.780355241428496,0.4830550841595629
182,0.00036459476458570734,13.607250853601904,3.3342172186363346,0.9513590633554547
183,5.250286232293623e-05,5.960430801276413,2.3242349593534035,2.920536069650744
184,0.0003675378187893339,14.079819024406316,1.7131521276784276,1.022918028517612
185,0.00022925730781938713,6.294297309104703,14.783179588762652,0.31652085897948595
186,0.00018762148399773144,5.676217121426294,4.135876534366227,1.5568932459271996
187,0.00046808636623569486,15.97182104382938,1.4894338451740048,0.745905969111953
188,0.0002167506165952114,23.460380857956427,7.919019528816604,4.611061395424171
189,0.0003786549700610603,17.816649192615387,3.3417774029576965,0.5703674097344733
190,0.0002885579850562949,2.7822848621342087,3.910534403003388,0.9989276194000859
191,0.00018948513840891013,13.72260570796894,5.410459286670093,1.8723276156425084
192,0.0001528196697375018,11.154321390406484,8.007623669803753,3.6564032572895555
193,9.295274202349742e-05,6.436647982383515,1.0398832659423292,3.495469950105711
194,0.0001060855958206961,11.974957097829328,3.1830402561149698,1.8969646117228849
195,6.261234426264623e-05,3.815624385916589,7.135957587823023,2.463532356644343
196,6.241074931798477e-05,8.415594840749435,6.685494348761065,4.447048015162523
197,0.0004797652231678075,16.07213036221174,1.0010135133057831,1.7137630765530822
198,6.239777759099976e-05,7.197799945466473,2.0178259573857353,3.944024826726162
199,0.00024726217108389075,9.369614151751993,11.103820111801584,1.8690549046395761
200,5.785378046407903e-05,6.63749313343744,9.041730578801152,3.721914650372082
201,5.845042437591462e-05,9.601069332719213,6.487481794686392,3.521116845887217
202,0.0003053882385285061,6.585544109464856,1.7175757604245807,1.4096447742817124
203,0.00024413378237253026,8.11254362249944,1.033735134952813,1.8965106558833948
204,0.00010303229311928889,12.681035860385803,4.425795025320687,2.8248462774743377
205,0.00034519761580108736,5.110334886347506,1.6846111694604151,0.3845250955673827
206,0.00023249554574663128,8.847974579309628,1.4506129132469254,1.1809223185597142
207,0.00022927278488348463,3.581869085712405,1.41395473636873,0.7578477742603109
208,0.00040262295320002054,19.587560020798307,1.7941414973789656,1.5291158844438253
209,0.00010697772238603484,2.7373534721554087,3.583159057059925,1.852775285773354
210,9.638694053811593e-05,8.121394111046273,4.48296758961224,3.3572664617539734
211,5.207612120237293e-05,15.734407195431578,2.652602706906551,2.5813420969445966
212,0.00017321891161839174,9.06780424753834,4.764097298092725,2.409331082185842
213,0.00012950584586010378,7.692535955591961,14.351447973006367,0.10797613251157702
214,6.384220804557511e-05,9.213356582318891,3.964549586062385,3.5391964806969294
215,0.00014568731531853504,2.163015168364047,2.750869328374672,3.9988727338077554
216,7.444997230353244e-05,7.121190998048797,7.2245049381768585,3.1882965623720496
217,0.00033379971083850505,7.61879810631153,2.5328405727543393,2.396288695083064
218,8.260676029521278e-05,10.998838271690357,1.6207360727300686,3.657253055837552
219,0.0002682647357366087,2.4581499396777833,2.764342611803134,1.76052026829951
220,0.00014175350122765419,4.822976519649458,5.675949234067516,3.0708901228274836
221,9.425578873710304e-05,7.276908798858143,2.5108973580496925,3.200426197347085
222,0.00019381387633025146,5.177736827222219,2.1598365417857144,2.9791812401755533
223,0.0001501232426173811,6.626661811682289,8.25948247379758,4.0159145130365435
224,0.00010407754684763835,21.45904692918981,11.522618414310173,0.9782722249539484
225,0.0001824207727644675,9.344263843454467,4.846132154457666,1.0342287968257615
226,0.00014674877500329617,2.512998856528567,1.703777982701887,2.6643373891224447
227,0.00015297090136095367,6.498010524823796,1.1601825621759863,3.6608697542591275
228,0.00010957317463776289,5.312681089670626,1.3274356069361262,4.3075122436382705
229,0.00023695668539362247,4.371144457368462,1.2885728467932167,3.38432688377824
