trial,cost,best_cost_so_far,is_best,safety_fail,fail_reason,min_distance,penetration_depth,force_jitter,velocity_spike,max_force,progress_error,arrival_jitter,final_error,error_at_stop,dynamic_tracking_error
124,15466.735754265243,12920.827438350736,False,False,,0.018489456760862773,0.0,0.06405694951106142,0.1654458721894037,3.1396608703775466,0.0,9.977723807093079e-17,1.3289590178873976e-16,0.04109353341601964,0.03360771746825677
125,15897.581932538857,12920.827438350736,False,False,,0.019387552855979935,0.0,0.05256984744270678,0.12023648518343127,3.2043450013550556,0.0,3.345802451996172e-16,1.608179963466078e-15,0.04353798676904326,0.034068524702182926
126,15966.587993492947,12920.827438350736,False,False,,0.019096548682535786,0.0,0.12604353477000693,0.08175696330560508,7.340360768297453,0.0,9.428775418335521e-17,3.930964081376281e-16,0.04394139301023246,0.034483682251464864
127,16127.15075168381,12920.827438350736,False,False,,0.019244917550619946,0.0,0.06603583546735317,0.16038471568952126,3.8288422990713467,0.0,5.060546948816444e-17,5.596172875748557e-17,0.04476463953716865,0.03413690008217089
128,15978.318631086087,12920.827438350736,False,False,,0.019563472897164313,0.0,0.12545723599429015,0.2296956693604309,6.752466306747567,0.0,3.071848300656179e-16,9.878461685017019e-16,0.04381314543080375,0.03974045786955732
129,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999963212001603 seconds",,,,,,,,,,
130,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999965633000102 seconds",,,,,,,,,,
131,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999965046999932 seconds",,,,,,,,,,
132,16033.075268045031,12920.827438350736,False,False,,0.01896814767564901,0.0,0.13583675346722798,0.12544760533195376,7.3357117114625146,0.0,8.837444140917766e-17,7.039325263042728e-17,0.044260905096616204,0.03423099191434901
133,15332.348671440248,12920.827438350736,False,False,,0.016965091567986593,0.0,0.11554387193611015,0.14738005444950442,5.357253544107997,0.0,5.625273693526388e-16,2.7247476804684828e-15,0.04034951643129153,0.03418250932095603
134,16550.855650019806,12920.827438350736,False,False,,0.018027036274881374,0.0,0.0910932731874943,0.14847819129979228,4.464125431792784,0.0,8.402895220117907e-17,2.0915808767491788e-16,0.04711777511213548,0.03540582791607079
135,16590.749992683974,12920.827438350736,False,False,,0.018245149450745624,0.0,0.12938931320498392,0.5383880175722915,7.338249466694021,0.0,4.672130467727506e-14,3.571365977049481e-14,0.04691721266716245,0.0315046434126586
136,15779.199799988455,12920.827438350736,False,False,,0.01914225936990052,0.0,0.11934164331366144,0.11290080847321962,7.32633163230125,0.0,7.646544082457685e-16,4.59053482361252e-15,0.04287032083409879,0.033994805990187234
137,16099.809055931531,12920.827438350736,False,False,,0.01928992711387144,0.0,0.11334264267463479,0.25114038177049625,7.215927625722326,0.0,5.60534535006732e-17,1.26269608803996e-16,0.04449735733055517,0.03438952794376064
138,16130.64049446279,12920.827438350736,False,False,,0.019219007340071467,0.0,0.1364773083692811,0.18494416776140457,7.31906044558704,0.0,2.2365990392264087e-16,7.945374777051018e-16,0.0447357999651178,0.034383801770799936
139,14810.985366043024,12920.827438350736,False,False,,0.019480405330852015,0.0,0.07910067566567981,0.38234810699811933,4.623914718060581,0.0,8.02086935356188e-17,6.111740988209678e-17,0.03720854481700232,0.033022643799683865
140,15550.978460558372,12920.827438350736,False,False,,0.019788242105312288,0.0,0.07965830865116484,0.11019593818914342,5.06781086456472,0.0,1.323651312042579e-16,5.984910874469387e-16,0.041616101292235474,0.03405812488557446
141,15384.586789603818,12920.827438350736,False,False,,0.01860094894622621,0.0,0.10104116070567161,0.1369514898782906,5.639338424489969,0.0,2.7319154507150115e-16,1.4844756248617013e-15,0.04065714728176004,0.03385792287601424
142,14907.625664965952,12920.827438350736,False,False,,0.019617955144294746,0.0,0.09568154565627526,0.19073760017948854,5.939721651239362,0.0,8.173358165142949e-17,5.8763042103716e-17,0.03794748725197872,0.034146362291060064
143,16206.177534003138,12920.827438350736,False,False,,0.018855980968548028,0.0,0.11742052617423296,0.17993850402229544,7.293858188924114,0.0,9.214449615054061e-17,2.929755203871941e-16,0.04516798460697209,0.034081577634973464
144,16086.5014070743,12920.827438350736,False,False,,0.019236481924989477,0.0,0.11054491326481578,0.09951271832321054,6.820609554770945,0.0,3.015496691581535e-16,1.601708798815529e-15,0.044590302474765406,0.03481717228858284
145,14283.113574810406,12920.827438350736,False,False,,0.019175549977976596,0.0,0.08301508641210621,0.20174085501734204,3.96696554299447,0.0,6.139473689627233e-17,3.9933104652287293e-17,0.034474724263121564,0.03316428212444111
146,15813.345672087293,12920.827438350736,False,False,,0.018813126248575895,0.0,0.11872425896420527,0.11137626933084854,7.3157919965373095,0.0,2.325541145142011e-15,1.5404344466674047e-15,0.04306224074553318,0.03393087107657577
147,16300.846734969353,12920.827438350736,False,False,,0.018795927562140734,0.0,0.118053311666482,0.16508429603493258,6.926983354593536,0.0,1.9610127084582905e-16,1.5803792579621405e-16,0.04570594887936155,0.034856411893932515
148,1000000000.0,12920.827438350736,False,True,Velocity safety exceeded,,,,,,,,,,
149,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999119429999155 seconds",,,,,,,,,,
150,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999102750000475 seconds",,,,,,,,,,
151,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999924562999922 seconds",,,,,,,,,,
152,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999962959999948 seconds",,,,,,,,,,
153,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999920992000057 seconds",,,,,,,,,,
154,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999929350000002 seconds",,,,,,,,,,
155,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999924307000015 seconds",,,,,,,,,,
156,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999924340000007 seconds",,,,,,,,,,
157,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999917880999988 seconds",,,,,,,,,,
158,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999963302999959 seconds",,,,,,,,,,
159,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999908481000034 seconds",,,,,,,,,,
160,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999929048000013 seconds",,,,,,,,,,
161,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.99992814899997 seconds",,,,,,,,,,
162,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999913077999963 seconds",,,,,,,,,,
163,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999920735000046 seconds",,,,,,,,,,
164,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999913416000027 seconds",,,,,,,,,,
165,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999924724000039 seconds",,,,,,,,,,
166,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999922204000086 seconds",,,,,,,,,,
167,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.99992432199997 seconds",,,,,,,,,,
168,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999925170000097 seconds",,,,,,,,,,
169,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999921142999938 seconds",,,,,,,,,,
170,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999917814000128 seconds",,,,,,,,,,
171,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999922698999853 seconds",,,,,,,,,,
172,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999915730999874 seconds",,,,,,,,,,
173,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999912451 seconds",,,,,,,,,,
174,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999916830999837 seconds",,,,,,,,,,
175,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999952588999804 seconds",,,,,,,,,,
176,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999921516000086 seconds",,,,,,,,,,
177,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999308640001345 seconds",,,,,,,,,,
178,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999914153999953 seconds",,,,,,,,,,
179,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999910785999873 seconds",,,,,,,,,,
180,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999915563000059 seconds",,,,,,,,,,
181,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999928812000007 seconds",,,,,,,,,,
182,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999965366000197 seconds",,,,,,,,,,
183,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999928359000023 seconds",,,,,,,,,,
184,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999906865999947 seconds",,,,,,,,,,
185,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999915693000048 seconds",,,,,,,,,,
186,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999964903999853 seconds",,,,,,,,,,
187,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999929870999949 seconds",,,,,,,,,,
188,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999960421999958 seconds",,,,,,,,,,
189,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999929952000002 seconds",,,,,,,,,,
190,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999912472999995 seconds",,,,,,,,,,
191,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.99993004199996 seconds",,,,,,,,,,
192,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999931942999865 seconds",,,,,,,,,,
193,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999929199000007 seconds",,,,,,,,,,
194,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999296109999705 seconds",,,,,,,,,,
195,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999925810999912 seconds",,,,,,,,,,
196,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999927151000065 seconds",,,,,,,,,,
197,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999935730000061 seconds",,,,,,,,,,
198,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999932125999976 seconds",,,,,,,,,,
199,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999927286999991 seconds",,,,,,,,,,
200,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999891099000024 seconds",,,,,,,,,,
201,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999913742999979 seconds",,,,,,,,,,
202,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999963019999996 seconds",,,,,,,,,,
203,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999143659999845 seconds",,,,,,,,,,
204,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.99992161199998 seconds",,,,,,,,,,
205,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999924629000134 seconds",,,,,,,,,,
206,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999919661999911 seconds",,,,,,,,,,
207,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999915073000011 seconds",,,,,,,,,,
208,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999612869999055 seconds",,,,,,,,,,
209,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999931451000066 seconds",,,,,,,,,,
210,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999954417000026 seconds",,,,,,,,,,
211,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999933384000087 seconds",,,,,,,,,,
212,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999963467000271 seconds",,,,,,,,,,
213,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999929347000034 seconds",,,,,,,,,,
214,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999966078000398 seconds",,,,,,,,,,
215,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.99992537900016 seconds",,,,,,,,,,
216,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999109949999365 seconds",,,,,,,,,,
217,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999955654000132 seconds",,,,,,,,,,
218,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999928267000087 seconds",,,,,,,,,,
219,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999918543999684 seconds",,,,,,,,,,
220,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999918422000064 seconds",,,,,,,,,,
221,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999927569000192 seconds",,,,,,,,,,
222,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.99991821399999 seconds",,,,,,,,,,
223,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999958780999805 seconds",,,,,,,,,,
224,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999926754000171 seconds",,,,,,,,,,
225,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999162730000535 seconds",,,,,,,,,,
226,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999925606000033 seconds",,,,,,,,,,
227,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999928638000256 seconds",,,,,,,,,,
228,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.999918871999853 seconds",,,,,,,,,,
229,1000000000.0,12920.827438350736,False,True,"Command '['ros2', 'service', 'call', '/pose_following/stop', 'std_srvs/srv/Trigger', '{}']' timed out after 4.9999625539999215 seconds",,,,,,,,,,
